Severity,City,County,State,Temperature(F),Humidity(%),Visibility(mi),Wind_Speed(mph),Precipitation(in),Weather_Condition,Junction,Stop,Traffic_Signal,daytime
2,Sunol,Alameda_CA,CA,55,42,10,3,0,Fair,FALSE,FALSE,FALSE,day
2,Buena Park,Orange_CA,CA,75.9,48,10,8.1,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,Antioch,Lake_IL,IL,37.9,65,10,19.6,0,Overcast,FALSE,FALSE,FALSE,twilight
3,Farmington,Oakland_MI,MI,55.9,78,10,3.5,0,Clear,FALSE,FALSE,FALSE,day
2,Dallas,Dallas_TX,TX,64,84,10,8.1,0,Overcast,FALSE,FALSE,FALSE,night
3,Escondido,San Diego_CA,CA,72,61,10,10.4,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Georgetown,Georgetown_SC,SC,68,100,10,4.6,0,Scattered Clouds,FALSE,FALSE,FALSE,twilight
2,Nashville,Davidson_TN,TN,74,85,10,5,0.01,Cloudy,FALSE,FALSE,FALSE,day
2,Morgantown,Lancaster_PA,PA,69.8,100,1.8,0,0,Overcast,FALSE,TRUE,FALSE,day
2,Aiken,Aiken_SC,SC,68,100,10,4.6,0,Scattered Clouds,FALSE,FALSE,FALSE,night
3,Los Angeles,Los Angeles_CA,CA,78.1,42,10,4.6,0,Clear,TRUE,FALSE,FALSE,day
4,Galesburg,Kalamazoo_MI,MI,57.2,94,1.8,3.5,0,Overcast,FALSE,FALSE,FALSE,day
2,Wallowa,Wallowa_OR,OR,43,76,7,25,0.01,Light Rain / Windy,FALSE,FALSE,FALSE,twilight
3,Los Angeles,Los Angeles_CA,CA,66.9,66,10,3.5,0,Clear,FALSE,FALSE,FALSE,night
2,New Kensington,Westmoreland_PA,PA,61,35,10,6.9,0,Clear,FALSE,FALSE,FALSE,day
3,Houston,Harris_TX,TX,77,76,10,18.4,0,Mostly Cloudy,TRUE,FALSE,TRUE,day
2,Jacksonville,Duval_FL,FL,84,67,10,8.1,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,Minneapolis,Hennepin_MN,MN,48,58,10,12.7,0,Clear,FALSE,FALSE,FALSE,day
3,El Monte,Los Angeles_CA,CA,71.6,57,10,8.1,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,Los Angeles,Los Angeles_CA,CA,77,62,10,5.8,0,Clear,FALSE,FALSE,TRUE,day
2,Houston,Harris_TX,TX,77,65,10,18.4,0,Mostly Cloudy,FALSE,FALSE,TRUE,day
2,Columbus,Bartholomew_IN,IN,82.4,39,10,11.5,0,Scattered Clouds,FALSE,FALSE,FALSE,day
4,Lehi,Utah_UT,UT,56,28,10,6,0,Fair,TRUE,FALSE,FALSE,day
2,Austin,Travis_TX,TX,66,70,10,5.8,0,Overcast,FALSE,FALSE,FALSE,night
2,Miami,Miami-Dade_FL,FL,81,61,10,5.8,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Austin,Travis_TX,TX,48,77,4,0,0,Haze,FALSE,FALSE,FALSE,day
2,Lenexa,Johnson_KS,KS,57,74,10,6,0,Fair,FALSE,FALSE,FALSE,day
2,Roseville,Placer_CA,CA,55.4,94,9,0,0,Overcast,TRUE,FALSE,FALSE,night
2,La Palma,Orange_CA,CA,60,100,1,0,0,Fog,FALSE,FALSE,FALSE,day
3,Lost Hills,Kern_CA,CA,64,45,10,6.9,0,Clear,FALSE,FALSE,FALSE,day
2,The Dalles,Wasco_OR,OR,58,75,10,0,0,Cloudy,FALSE,FALSE,FALSE,twilight
4,Cross Plains,Dane_WI,WI,66.2,54,10,5.8,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,San Clemente,Orange_CA,CA,66,65,10,12.7,0,Scattered Clouds,FALSE,FALSE,FALSE,day
3,Austin,Travis_TX,TX,85,49,10,15,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,Miami,Miami-Dade_FL,FL,75,82,10,8.1,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Orlando,Orange_FL,FL,44.1,53,10,6.9,0,Clear,FALSE,FALSE,TRUE,day
2,Springfield,Greene_MO,MO,69,53,10,6,0,Fair,FALSE,FALSE,FALSE,day
2,Miami,Miami-Dade_FL,FL,77,65,10,16.1,0,Clear,FALSE,FALSE,TRUE,day
2,Houston,Harris_TX,TX,90,57,10,6.9,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Chicago,Cook_IL,IL,51,83,10,9,0,Cloudy,FALSE,FALSE,TRUE,day
2,Houston,Harris_TX,TX,57.2,88,8,11.5,0,Overcast,FALSE,FALSE,FALSE,night
2,Saint Paul,Ramsey_MN,MN,45,53,10,10.4,0,Clear,FALSE,FALSE,FALSE,day
2,Merrimack,Hillsborough_NH,NH,42.1,58,10,9.2,0,Overcast,TRUE,FALSE,FALSE,twilight
2,Omaha,Douglas_NE,NE,70.2,57,10,10.4,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Riverside,Riverside_CA,CA,60,53,10,6,0,Fair,FALSE,FALSE,FALSE,day
2,Marion,Marion_SC,SC,53.6,41,10,6.9,0,Clear,FALSE,FALSE,FALSE,day
3,Saint Paul,Ramsey_MN,MN,1,49,10,6.9,0,Clear,FALSE,FALSE,FALSE,twilight
2,Dayton,Montgomery_OH,OH,72,76,10,7,0,Partly Cloudy,FALSE,FALSE,FALSE,day
4,Middletown,Middlesex_CT,CT,30,47,10,3.5,0,Clear,FALSE,FALSE,FALSE,night
2,Sacramento,Sacramento_CA,CA,102,14,10,8.1,0,Clear,FALSE,FALSE,FALSE,day
3,Alvarado,Johnson_TX,TX,93,41,10,8,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Austin,Travis_TX,TX,97,37,10,6,0,Partly Cloudy,FALSE,FALSE,TRUE,day
2,Houston,Harris_TX,TX,84.2,51,10,3.5,0,Mostly Cloudy,FALSE,FALSE,FALSE,night
2,Morgan,Morgan_UT,UT,55,58,7,8,0,Showers in the Vicinity,TRUE,FALSE,FALSE,day
2,Corrigan,Polk_TX,TX,68,93,10,6.9,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Greenville,Greenville_SC,SC,75,87,10,3.5,0,Clear,FALSE,FALSE,FALSE,day
2,Elgin,Cook_IL,IL,62.1,90,8,15,0,Overcast,FALSE,FALSE,FALSE,day
2,Chemult,Klamath_OR,OR,71.6,20,10,6.9,0,Clear,FALSE,FALSE,FALSE,day
2,Seattle,King_WA,WA,79,24,10,12,0,Partly Cloudy,FALSE,FALSE,TRUE,day
2,Dayton,Montgomery_OH,OH,75,50,10,5.8,0,Clear,FALSE,FALSE,FALSE,day
2,Raleigh,Wake_NC,NC,46,54,10,3,0,Cloudy,FALSE,FALSE,TRUE,day
3,Springfield,Fairfax County_VA,VA,46.4,87,10,3.5,0,Partly Cloudy,FALSE,FALSE,FALSE,day
3,Waco,McLennan_TX,TX,75.2,100,5,3.5,0,Overcast,FALSE,FALSE,FALSE,night
2,Phoenix,Jackson_OR,OR,57.9,49,10,0,0,Partly Cloudy,FALSE,FALSE,FALSE,twilight
2,Baton Rouge,East Baton Rouge_LA,LA,75,87,10,7,0,Cloudy,FALSE,FALSE,FALSE,day
3,Stockbridge,Henry_GA,GA,48.9,93,7,9.2,0,Overcast,FALSE,FALSE,FALSE,twilight
3,Rye,Westchester_NY,NY,55,64,10,11.5,0,Partly Cloudy,FALSE,FALSE,FALSE,day
3,Baton Rouge,East Baton Rouge_LA,LA,90,46,7,8.1,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Owens Cross Roads,Madison_AL,AL,86,50,10,8,0,Fair,FALSE,FALSE,TRUE,day
2,Running Springs,San Bernardino_CA,CA,84.2,14,10,0,0,Partly Cloudy,FALSE,FALSE,FALSE,day
3,Mission Viejo,Orange_CA,CA,82,60,10,10.4,0,Partly Cloudy,FALSE,FALSE,FALSE,day
3,Pleasanton,Alameda_CA,CA,46,71,10,0,0,Clear,FALSE,FALSE,FALSE,twilight
2,Indianapolis,Marion_IN,IN,25,69,9,10.4,0,Clear,FALSE,FALSE,FALSE,day
2,Salt Lake City,Salt Lake_UT,UT,60,38,10,8,0,Partly Cloudy,FALSE,FALSE,FALSE,twilight
3,Valencia,Los Angeles_CA,CA,88,6,10,15,0,Fair,FALSE,FALSE,FALSE,day
2,Portland,Multnomah_OR,OR,44.1,96,10,0,0,Clear,FALSE,FALSE,FALSE,day
2,Lexington,Lexington_SC,SC,67,54,10,10,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Charlotte,Mecklenburg_NC,NC,34,89,10,0,0,Clear,FALSE,FALSE,TRUE,day
2,Arcadia,Los Angeles_CA,CA,63,67,10,5,0,Cloudy,FALSE,FALSE,FALSE,day
2,Denver,Adams_CO,CO,71.6,38,50,0,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Austin,Travis_TX,TX,71.1,78,10,6.9,0,Overcast,FALSE,FALSE,FALSE,day
3,Boston,Suffolk_MA,MA,72,73,10,15,0,Overcast,FALSE,FALSE,FALSE,day
4,Ocean View,Cape May_NJ,NJ,35.1,40,10,10.4,0,Clear,FALSE,FALSE,FALSE,day
2,Blacksburg,Cherokee_SC,SC,68,35,10,0,0,Fair,FALSE,FALSE,FALSE,day
2,Watsonville,Santa Cruz_CA,CA,58,93,10,5,0,Light Rain,FALSE,FALSE,FALSE,day
2,San Diego,San Diego_CA,CA,62,48,10,0,0,Cloudy,FALSE,FALSE,FALSE,twilight
4,Westminster,Orange_CA,CA,65,81,10,0,0,Fair,FALSE,FALSE,FALSE,night
3,Sugar Land,Fort Bend_TX,TX,55.9,87,5,10.4,0.22,Rain,FALSE,FALSE,FALSE,twilight
2,San Diego,San Diego_CA,CA,55.9,90,3,8.1,0,Light Rain,FALSE,FALSE,FALSE,twilight
3,Jacksonville,Duval_FL,FL,77,100,10,3.5,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Atlanta,Fulton_GA,GA,68,84,10,9,0,Cloudy,FALSE,FALSE,FALSE,twilight
2,Houston,Harris_TX,TX,69,90,10,6,0.03,Light Rain,FALSE,FALSE,FALSE,day
2,Bradenton,Manatee_FL,FL,79,84,10,6.9,0,Partly Cloudy,FALSE,FALSE,TRUE,day
2,Phoenix,Maricopa_AZ,AZ,73,12,10,4.6,0,Clear,FALSE,TRUE,FALSE,day
2,Ijamsville,Frederick_MD,MD,75.2,47,10,3.5,0,Clear,FALSE,FALSE,TRUE,day
2,Dallas,Dallas_TX,TX,91.9,45,10,0,0,Scattered Clouds,FALSE,FALSE,FALSE,day
3,Bronx,Bronx_NY,NY,64.9,97,5,8.1,0,Light Drizzle,FALSE,FALSE,TRUE,day
2,Dallas,Dallas_TX,TX,64.9,61,10,16.1,0,Clear,FALSE,FALSE,FALSE,twilight
3,Minneapolis,Hennepin_MN,MN,39,76,10,13.8,0,Overcast,FALSE,FALSE,FALSE,day
2,Tustin,Orange_CA,CA,78,5,10,15,0,Fair,FALSE,FALSE,FALSE,day
2,Raleigh,Wake_NC,NC,88,49,10,5.8,0,Scattered Clouds,FALSE,FALSE,TRUE,day
2,Charlestown,Suffolk_MA,MA,47,63,3,18,0.03,Light Rain,FALSE,FALSE,FALSE,twilight
3,Hyattsville,Prince George's_MD,MD,56.1,44,10,3.5,0,Clear,FALSE,FALSE,FALSE,twilight
2,San Marcos,San Diego_CA,CA,68,84,5,5,0,Cloudy,FALSE,FALSE,FALSE,day
2,Lancaster,Lancaster_PA,PA,62.1,75,10,0,0,Clear,FALSE,FALSE,FALSE,day
2,Woodbridge,Middlesex_NJ,NJ,66,95,2.5,0,0,Light Drizzle,FALSE,FALSE,FALSE,day
2,Houston,Harris_TX,TX,55.9,55,10,16.1,0,Partly Cloudy,FALSE,FALSE,TRUE,day
2,Blacksburg,Cherokee_SC,SC,53,50,10,0,0,Fair,TRUE,FALSE,FALSE,day
2,Flint,Genesee_MI,MI,48,83,10,18.4,0,Overcast,FALSE,FALSE,FALSE,day
2,Citrus Heights,Sacramento_CA,CA,93.2,11,9,11.5,0,Clear,FALSE,FALSE,FALSE,day
3,Methuen,Essex_MA,MA,55.9,90,10,4.6,0,Overcast,FALSE,FALSE,FALSE,twilight
2,Dayton,Montgomery_OH,OH,54.7,65,10,8.1,0,Clear,FALSE,FALSE,FALSE,day
3,Columbus,Burlington_NJ,NJ,28.8,71,10,0,0,Clear,TRUE,FALSE,FALSE,day
2,Easley,Pickens_SC,SC,86,65,10,13,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Fillmore,Millard_UT,UT,30,80,10,10,0,Cloudy,FALSE,FALSE,FALSE,twilight
2,Bronx,Bronx_NY,NY,57,51,10,17,0,Fair,FALSE,FALSE,FALSE,day
2,Eagle Point,Jackson_OR,OR,60,28,10,8,0,Fair,FALSE,FALSE,FALSE,twilight
2,Houston,Harris_TX,TX,88,61,10,12,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Spartanburg,Spartanburg_SC,SC,39.2,45,10,10.4,0,Clear,TRUE,FALSE,FALSE,day
2,Ephrata,Lancaster_PA,PA,43,93,10,18.4,0,Overcast,FALSE,FALSE,FALSE,twilight
2,Denver,Denver_CO,CO,71.1,34,10,6.9,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Austin,Travis_TX,TX,89.1,57,10,9.2,0,Mostly Cloudy,FALSE,FALSE,TRUE,day
2,Houston,Harris_TX,TX,73.4,78,10,10.4,0,Overcast,FALSE,FALSE,FALSE,day
2,Delavan,Faribault_MN,MN,15,74,10,0,0,Fair,FALSE,FALSE,FALSE,twilight
2,Graniteville,Aiken_SC,SC,59,72,10,6.9,0,Overcast,FALSE,FALSE,FALSE,day
3,Minneapolis,Hennepin_MN,MN,77,45,9,16,0,Light Rain with Thunder,FALSE,FALSE,FALSE,twilight
2,Vallejo,Solano_CA,CA,39,93,10,6.9,0,Clear,FALSE,FALSE,FALSE,twilight
2,Union,Union_SC,SC,21.2,74,10,0,0,Clear,FALSE,FALSE,FALSE,twilight
3,San Francisco,San Francisco_CA,CA,57,77,9,0,0,Clear,FALSE,FALSE,FALSE,twilight
2,Omaha,Douglas_NE,NE,27,78,10,13.8,0,Light Snow,FALSE,FALSE,TRUE,day
2,Riverside,Riverside_CA,CA,60,53,10,0,0,Fair,TRUE,FALSE,FALSE,day
2,Chicago,Cook_IL,IL,27,61,10,13.8,0,Light Snow,FALSE,FALSE,TRUE,day
2,Staten Island,Richmond_NY,NY,66.9,49,10,3.5,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Spartanburg,Spartanburg_SC,SC,28,51,10,9,0,Fair,FALSE,TRUE,TRUE,day
2,Fryeburg,Oxford_ME,ME,80.1,50,10,8.1,0,Clear,FALSE,FALSE,FALSE,day
2,Phoenix,Maricopa_AZ,AZ,80,14,10,0,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Wadsworth,Lake_IL,IL,70,71,10,6.9,0,Overcast,FALSE,FALSE,FALSE,day
2,Florence,Florence_SC,SC,71,75,10,6,0,Fair,FALSE,FALSE,FALSE,night
3,Jacksonville,Duval_FL,FL,87,61,10,9,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Elk Grove,Sacramento_CA,CA,41,86,10,4.6,0,Clear,FALSE,FALSE,FALSE,day
2,Charlotte,Mecklenburg_NC,NC,71.1,100,10,8.1,0,Overcast,FALSE,FALSE,FALSE,night
4,Slippery Rock,Butler_PA,PA,81,44,10,3.5,0,Mostly Cloudy,FALSE,TRUE,FALSE,day
2,Conway,Horry_SC,SC,53.6,100,5,0,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,Las Vegas,Clark_NV,NV,97,23,10,11.5,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Mesquite,Dallas_TX,TX,60.8,77,10,10.4,0,Overcast,FALSE,FALSE,FALSE,day
3,Godwin,Cumberland_NC,NC,48.6,28,10,9.2,0,Clear,FALSE,FALSE,FALSE,day
2,Baldwin Park,Los Angeles_CA,CA,68,43,10,3.5,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Seattle,King_WA,WA,70,42,10,15,0,Scattered Clouds,FALSE,TRUE,FALSE,day
2,Woodland,Yolo_CA,CA,64.4,59,10,0,0,Clear,FALSE,TRUE,FALSE,day
2,Southfield,Oakland_MI,MI,37.4,91,10,9.2,0,Overcast,FALSE,FALSE,FALSE,day
2,Midlothian,Chesterfield_VA,VA,84.9,67,10,5.8,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Wichita Falls,Wichita_TX,TX,91.9,46,10,15,0,Clear,FALSE,FALSE,FALSE,day
2,Solana Beach,San Diego_CA,CA,86,35,10,7,0,Partly Cloudy,FALSE,FALSE,FALSE,day
3,Atlanta,Fulton_GA,GA,60.1,96,3,5.8,0,Overcast,FALSE,FALSE,FALSE,night
3,Tampa,Hillsborough_FL,FL,69.8,64,10,9.2,0,Overcast,FALSE,FALSE,FALSE,day
3,Memphis,Shelby_TN,TN,86,55,10,12.7,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Huntington,Malheur_OR,OR,66,50,10,6,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Hopkins,Hennepin_MN,MN,21,74,10,4.6,0,Overcast,FALSE,FALSE,FALSE,twilight
3,Encinitas,San Diego_CA,CA,59,44,10,3.5,0,Clear,FALSE,FALSE,FALSE,day
2,Austin,Travis_TX,TX,79,82,10,3,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,San Jose,Santa Clara_CA,CA,60.8,88,10,0,0,Mostly Cloudy,FALSE,FALSE,FALSE,night
2,South Amboy,Middlesex_NJ,NJ,70.3,83,10,0,0,Clear,FALSE,FALSE,FALSE,day
2,Leesville,Lexington_SC,SC,77,41,10,8.1,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Tucson,Pima_AZ,AZ,70,14,10,4.6,0,Clear,FALSE,FALSE,FALSE,day
2,Glendale,Maricopa_AZ,AZ,100.4,29,10,0,0,Mostly Cloudy,FALSE,FALSE,TRUE,day
2,Hacienda Heights,Los Angeles_CA,CA,59,72,10,5.8,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Greenville,Anderson_SC,SC,53.1,69,10,6.9,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Seal Beach,Orange_CA,CA,65,60,10,5,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,San Leandro,Alameda_CA,CA,69,51,10,0,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Compton,Los Angeles_CA,CA,58,13,10,8,0,Partly Cloudy,FALSE,FALSE,FALSE,night
3,Pflugerville,Travis_TX,TX,73.4,100,8,5.8,0,Overcast,FALSE,FALSE,FALSE,day
2,Austin,Travis_TX,TX,75,27,10,16.1,0,Clear,FALSE,FALSE,FALSE,day
2,Mount Holly,Burlington_NJ,NJ,73.9,79,10,3.5,0,Partly Cloudy,FALSE,FALSE,FALSE,day
3,Cleveland,Cuyahoga_OH,OH,67,84,7,8,0.02,Rain,FALSE,FALSE,FALSE,day
3,Benicia,Solano_CA,CA,64,60,10,5.8,0,Clear,TRUE,FALSE,FALSE,night
3,Fort Lauderdale,Broward_FL,FL,83,72,10,13,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Franklin,Oakland_MI,MI,72.5,31,10,9.2,0,Scattered Clouds,FALSE,FALSE,TRUE,day
2,Davison,Genesee_MI,MI,39,93,4,9.2,0.02,Light Rain,FALSE,FALSE,FALSE,day
3,Fairfield,Solano_CA,CA,95.5,18,10,15,0,Clear,FALSE,FALSE,FALSE,day
2,Cottage Grove,Lane_OR,OR,51,92,10,0,0,Mostly Cloudy,FALSE,FALSE,FALSE,night
3,Charlotte,Mecklenburg_NC,NC,80.1,62,10,10.4,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Dallas,Dallas_TX,TX,77,76,10,5.8,0,Partly Cloudy,FALSE,FALSE,TRUE,twilight
2,Liberty,Pickens_SC,SC,62,44,10,10,0,Fair,FALSE,FALSE,FALSE,day
2,Brunswick,Glynn_GA,GA,62,79,10,8,0,Cloudy,FALSE,FALSE,FALSE,day
2,Kearney,Buffalo_NE,NE,26.6,100,6,8.1,0,Scattered Clouds,FALSE,FALSE,TRUE,twilight
2,Mesa,Maricopa_AZ,AZ,61,52,10,4.6,0,Partly Cloudy,FALSE,FALSE,FALSE,day
3,Ontario,San Bernardino_CA,CA,64,78,9,5.8,0,Overcast,TRUE,FALSE,FALSE,day
3,Parker,Douglas_CO,CO,62.1,29,10,9.2,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Austin,Travis_TX,TX,74,66,10,9,0,Fair,TRUE,FALSE,FALSE,day
2,Greer,Greenville_SC,SC,61,64,10,5.8,0,Clear,FALSE,FALSE,TRUE,day
2,Wheaton,Dupage_IL,IL,75,66,9,16.1,0,Clear,FALSE,FALSE,FALSE,day
2,Willmar,Kandiyohi_MN,MN,68,78,10,6,0,Fair,FALSE,FALSE,FALSE,twilight
3,Tuscaloosa,Tuscaloosa_AL,AL,68,26,10,3.5,0,Clear,FALSE,FALSE,FALSE,day
2,Sacramento,Sacramento_CA,CA,64.4,56,9,3.5,0,Clear,FALSE,FALSE,TRUE,day
3,Woodbridge,Prince William_VA,VA,55,29,10,8.1,0,Clear,FALSE,FALSE,FALSE,day
4,Bangor,Van Buren_MI,MI,54.9,56,10,4.6,0,Scattered Clouds,FALSE,FALSE,FALSE,twilight
3,Rocklin,Placer_CA,CA,50,87,10,9.2,0.01,Overcast,FALSE,FALSE,FALSE,day
3,Mesquite,Dallas_TX,TX,73.4,100,4,5.8,0,Fog,FALSE,FALSE,FALSE,day
2,Norristown,Montgomery_PA,PA,64.4,56,10,6.9,0,Clear,FALSE,FALSE,FALSE,day
2,Soddy Daisy,Hamilton_TN,TN,71.1,73,10,3.5,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,Provo,Utah_UT,UT,16,88,8,0,0,Mostly Cloudy,FALSE,FALSE,FALSE,twilight
3,Wallingford,New Haven_CT,CT,28.9,92,7,0,0,Clear,FALSE,FALSE,FALSE,night
3,Oakland,Alameda_CA,CA,66,63,10,13.8,0,Partly Cloudy,TRUE,FALSE,FALSE,day
2,El Paso,El Paso_TX,TX,64,26,10,16,0,Fair,FALSE,FALSE,TRUE,day
2,Charlotte,Mecklenburg_NC,NC,55,83,10,0,0,Fair,FALSE,FALSE,FALSE,twilight
2,Bloomington,San Bernardino_CA,CA,54,41,10,3.5,0,Clear,FALSE,FALSE,FALSE,day
2,Allen,Collin_TX,TX,64,90,10,18.4,0,Overcast,FALSE,FALSE,FALSE,day
2,Oklahoma City,Oklahoma_OK,OK,82,60,10,24,0,Cloudy / Windy,FALSE,FALSE,TRUE,day
2,New Stanton,Westmoreland_PA,PA,73.4,88,5,0,0,Light Rain,TRUE,FALSE,FALSE,twilight
2,Charlotte,Mecklenburg_NC,NC,82,42,10,12,0,Partly Cloudy,FALSE,FALSE,FALSE,day
3,Colonial Heights,Chesterfield_VA,VA,42.8,70,10,3.5,0,Clear,FALSE,FALSE,FALSE,day
2,Altamonte Springs,Seminole_FL,FL,48,77,10,3.5,0,Clear,FALSE,FALSE,FALSE,day
2,Easton,Northampton_PA,PA,28.9,89,10,0,0,Clear,FALSE,FALSE,FALSE,twilight
3,Kings Mountain,Cleveland_NC,NC,50,80,10,0,0,Clear,FALSE,FALSE,FALSE,night
3,Midlothian,Cook_IL,IL,34,75,9,10.4,0.01,Light Ice Pellets,FALSE,FALSE,FALSE,night
2,Houston,Harris_TX,TX,78.8,89,7,5.8,0,Mostly Cloudy,FALSE,FALSE,TRUE,day
2,Ambler,Montgomery_PA,PA,32,75,10,4.6,0,Clear,FALSE,FALSE,FALSE,night
3,Houston,Harris_TX,TX,81,77,10,3.5,0,Clear,FALSE,FALSE,FALSE,night
2,Arlington,Arlington_VA,VA,49,77,10,12,0,Cloudy,FALSE,FALSE,FALSE,night
3,Nashville,Davidson_TN,TN,88,43,10,10.4,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Chino,San Bernardino_CA,CA,91,42,10,16.1,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Fountain Valley,Orange_CA,CA,70,61,9,0,0,Scattered Clouds,TRUE,FALSE,FALSE,day
3,Firebaugh,Fresno_CA,CA,79,39,10,12.7,0,Clear,TRUE,FALSE,FALSE,day
3,Azusa,Los Angeles_CA,CA,84.2,13,10,3.5,0,Clear,FALSE,FALSE,FALSE,day
2,Greensboro,Guilford_NC,NC,78.1,62,10,10.4,0,Partly Cloudy,FALSE,FALSE,TRUE,day
2,Placerville,El Dorado_CA,CA,64.4,26,10,6.9,0,Clear,FALSE,FALSE,FALSE,day
2,Miami,Miami-Dade_FL,FL,72,87,10,3.5,0,Scattered Clouds,FALSE,FALSE,TRUE,night
2,Dallas,Dallas_TX,TX,73.4,47,10,3.5,0,Clear,FALSE,FALSE,FALSE,day
3,Columbus,Franklin_OH,OH,61,39,10,6.9,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Billerica,Middlesex_MA,MA,55,74,10,9,0,Cloudy,FALSE,FALSE,TRUE,day
2,Kansas City,Jackson_MO,MO,66.9,47,10,6.9,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Hamilton,Butler_OH,OH,62.1,96,4,0,0,Clear,FALSE,FALSE,FALSE,night
2,Climax,Kalamazoo_MI,MI,37.9,89,10,16.1,0.01,Light Rain,TRUE,FALSE,FALSE,day
2,Lincoln,Lancaster_NE,NE,93,38,10,24.2,0,Clear,FALSE,FALSE,FALSE,day
2,Flint,Genesee_MI,MI,86,31,10,5.8,0,Clear,FALSE,FALSE,TRUE,day
3,Tampa,Hillsborough_FL,FL,84,58,10,9,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Lexington,Fayette_KY,KY,59,87,10,17.3,0.02,Overcast,FALSE,FALSE,FALSE,day
2,Downey,Los Angeles_CA,CA,69,61,10,0,0,Cloudy,FALSE,FALSE,FALSE,day
2,Glen Ellyn,Dupage_IL,IL,75,87,7,8.1,0,Light Rain,FALSE,FALSE,TRUE,day
2,Colorado Springs,El Paso_CO,CO,54,37,10,23,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Sewickley,Allegheny_PA,PA,55.9,87,10,6.9,0,Mostly Cloudy,FALSE,FALSE,TRUE,twilight
3,Hawthorne,Los Angeles_CA,CA,75.9,64,10,9.2,0,Clear,FALSE,FALSE,FALSE,day
2,Asbury Park,Monmouth_NJ,NJ,69.8,100,10,0,0,Overcast,FALSE,FALSE,FALSE,night
2,Wytheville,Wythe_VA,VA,71,100,7,8,0,Cloudy,FALSE,FALSE,FALSE,twilight
2,Youngsville,Franklin_NC,NC,42.8,87,7,8.1,0,Overcast,FALSE,FALSE,FALSE,day
2,New York,New York_NY,NY,50,59,10,0,0,Overcast,FALSE,FALSE,FALSE,night
3,Orlando,Orange_FL,FL,72,53,10,6.9,0,Partly Cloudy,FALSE,FALSE,FALSE,twilight
3,Seattle,King_WA,WA,51,86,10,3,0,Cloudy,FALSE,FALSE,FALSE,night
3,Mount Jackson,Shenandoah_VA,VA,37.4,93,10,0,0,Scattered Clouds,FALSE,FALSE,FALSE,night
3,Greenville,Greenville_SC,SC,83,51,10,8,0,Partly Cloudy,TRUE,FALSE,FALSE,day
2,Orlando,Orange_FL,FL,91.9,41,10,12.7,0,Scattered Clouds,FALSE,FALSE,TRUE,day
2,Belleville,Wayne_MI,MI,28.4,93,1.5,3.5,0,Light Snow,TRUE,FALSE,FALSE,day
2,Columbus,Franklin_OH,OH,28.9,61,10,9.2,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
